,Accession,ATAC-seq,CAGE,CEBPB,CTCF,ChIA-PET,DNase-seq,EP300,EZH2,H2AFZ,H2AK5ac,H2AK9ac,H2BK120ac,H2BK12ac,H2BK15ac,H2BK20ac,H2BK5ac,H3F3A,H3K14ac,H3K18ac,H3K23ac,H3K23me2,H3K27ac,H3K27me3,H3K36me3,H3K4ac,H3K4me1,H3K4me2,H3K4me3,H3K56ac,H3K79me1,H3K79me2,H3K9ac,H3K9me1,H3K9me2,H3K9me3,H3T11ph,H4K12ac,H4K20me1,H4K5ac,H4K8ac,H4K91ac,JUND,MAX,MYC,POLR2A,POLR2AphosphoS5,RAD21,REST,RNA-seq,YY1
2332,ENCBS774VBP,,,,,,ENCSR984SQJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,ENCBS775AAA,,,,ENCSR000DMA,,ENCSR000EKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DLZ,ENCSR000DLY,,,,,
2334,ENCBS775CKN,,,,,,ENCSR522FGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,ENCBS775VKW,ENCSR080SNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,ENCBS776AAA,,,,,,ENCSR000EKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,ENCBS776ACY,,,,,,,,,,ENCSR732NFR,,ENCSR811NNT,ENCSR940RIU,ENCSR123JZO,,,,ENCSR687EBF,ENCSR182XTG,ENCSR361LIU,,ENCSR799SRL,ENCSR692CTK,ENCSR256ESY,ENCSR476FBL,ENCSR254NLC,ENCSR486GWT,,,ENCSR570POG,,ENCSR626UPW,,,ENCSR391WDE,,,,,ENCSR277JAU,ENCSR260CXF,,,,,,,,,
2338,ENCBS776NCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR849NQE,,,,,,,,,,,,,,,
2339,ENCBS776PUN,,,,,,ENCSR000EOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,ENCBS776QLD,,,,,,ENCSR130HIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,ENCBS776QSW,ENCSR970UNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,ENCBS776VFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR045QJH,,,,,,,,,,,,,,,,,,,,,,
2343,ENCBS776XVO,,,,,,ENCSR462XTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,ENCBS777ETM,,,,,,ENCSR546FUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,ENCBS777PXO,,,,,,,,,,,,,,,,,,,,,,ENCSR217SDT,ENCSR597XRK,ENCSR797ELD,,ENCSR011IBZ,ENCSR911ONC,ENCSR122IWP,,,,ENCSR763VEJ,,,ENCSR999HNE,,,ENCSR660WMS,,,,,,,,,,,,
2346,ENCBS777VKG,,,,,,ENCSR566XSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,ENCBS777ZBQ,,,,,,ENCSR703AYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,ENCBS779ZPC,,,,,,ENCSR198UKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,ENCBS780AAA,,,,,,ENCSR000EJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,ENCBS780KMU,ENCSR637OPZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,ENCBS780OTZ,,,,,,,,,,,,,,,,ENCSR248KRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,ENCBS780PCJ,,,,ENCSR261VAS,,,,,ENCSR301VIW,,,,,,,,ENCSR672HBY,,,,,ENCSR210ZPC,ENCSR143RMH,ENCSR651JDA,,ENCSR130IMV,ENCSR783AXV,ENCSR515PKY,,,ENCSR493FIV,ENCSR540UZV,,,ENCSR090QTV,,,ENCSR189XIE,,,,,,,,,,,ENCSR052FJA,
2353,ENCBS782RBW,,,,,,,,,,,,,,,,,,,,,,ENCSR307DQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,ENCBS782SQQ,,,,,,ENCSR787ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,ENCBS782WHC,,,,,,ENCSR889WKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,ENCBS783BYN,,,,,,,,,,,,,,,,,,,,,,ENCSR677LBH,,,,ENCSR872WVR,,ENCSR510NXV,,,,,,,ENCSR025CGR,,,,,,,,,,,,,,,
2357,ENCBS783PCA,,,,,,ENCSR207CQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,ENCBS783XLR,,,,,,,,,,,,ENCSR502IWF,ENCSR250VGX,ENCSR491CCY,,,,ENCSR448TUF,ENCSR433FJP,ENCSR491VZZ,,,,,ENCSR902EEI,,,,,,,,,,,,,,,ENCSR350YQC,ENCSR509MHV,,,,,,,,,
2359,ENCBS784GSL,ENCSR628SXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,ENCBS784OEX,,,,,,ENCSR006MAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,ENCBS784UEL,,,,,,ENCSR628GQE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,ENCBS784URX,,,,,,ENCSR229BGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,ENCBS785KTZ,,,,,,ENCSR364TKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,ENCBS785UMH,,,,ENCSR780OZE,,,,,ENCSR256KRN,,,,,,,,,,,,,ENCSR735SLW,ENCSR370KYM,ENCSR481IYI,,ENCSR434NUA,ENCSR106GXJ,ENCSR033OKS,,,ENCSR619AAK,ENCSR492DBQ,,,ENCSR688SJY,,,,,,,,,,,,,,,
2365,ENCBS786ANZ,,,,,,ENCSR000ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,ENCBS786EKF,,,,,,,,,,,,,,,,,,,,,,ENCSR207ABA,,,,,,ENCSR074BEW,,,,,,,,,,,,,,,,,,,,,,
2367,ENCBS786SVD,,,,,,ENCSR498RLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,ENCBS787END,,,,,,ENCSR855FOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,ENCBS787LHJ,,,,,,ENCSR000EQN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,ENCBS787ZBX,ENCSR249FXU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,ENCBS788LTG,,,,ENCSR384DBJ,,,,,,,,,,,,,,,,,,ENCSR181OHF,ENCSR858ASK,,,,,ENCSR929TOD,,,,,,,,,,,,,,,,,,,,,,
2372,ENCBS788RGJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR775TAI,,,,,,,,,,,,,,,
2373,ENCBS789CIK,,,,,,ENCSR343MCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,ENCBS789UPK,,,,ENCSR560BUE,,,,,ENCSR057MWG,,,,,,,,ENCSR197XDQ,,,,,ENCSR752UOD,ENCSR761DLU,ENCSR610IYQ,,ENCSR493NBY,ENCSR875KOJ,ENCSR985MIB,,,ENCSR059ICA,ENCSR056UBA,,ENCSR374RZR,ENCSR999WHE,,,ENCSR639RHG,,,,,,,,,,,,
2375,ENCBS789YVL,,,,,,ENCSR129KIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,ENCBS790DUM,,,,,,ENCSR658UBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,ENCBS790NPQ,,,,,,ENCSR346JWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,ENCBS790TCU,,,,,,ENCSR920JUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,ENCBS790XUP,,,,,,ENCSR000EMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,ENCBS791EVU,,,,ENCSR443NWG,,,,,,,,,,,,,,,,,,ENCSR326YRW,ENCSR346PKZ,,,,,ENCSR060MAU,,,,,,,,,,,,,,,,,,,,,,
2381,ENCBS791FQA,ENCSR133CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,ENCBS791KYH,ENCSR032MEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,ENCBS792AHJ,,,,,,ENCSR775KLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,ENCBS792HFG,ENCSR925LGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,ENCBS792MMK,,,,,,,,,,,,,,,,,,,,,,,ENCSR113OII,ENCSR212LIS,,ENCSR293UEB,,,,,,,,,ENCSR529ECZ,,,,,,,,,,,,,,,
2386,ENCBS792ZTG,,,,,,,,,,,,,,,,,,,,,,ENCSR685XVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,ENCBS793AAJ,,,,,,ENCSR943MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,ENCBS793DBC,,,,ENCSR601FEB,,,,,,,,,,,,,,,,,,ENCSR726HTS,ENCSR161FEJ,ENCSR589TCU,,ENCSR659RJP,,ENCSR197QDK,,,,,,,ENCSR105URN,,,,,,,,,,,,,,,
2389,ENCBS793OSQ,ENCSR122NDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,ENCBS793PDT,,,,ENCSR000DPV,,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DPX,,,,,,,,,,,,,,,,,,,,,,
2391,ENCBS793WFJ,,,,,,ENCSR718AAB,,,,,,,,,,,,,,,,ENCSR391EQV,,,,,,ENCSR570AUC,,,,,,,,,,,,,,,,,,,,,,
2392,ENCBS794VBE,,,,,,ENCSR785ZUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,ENCBS795CPS,,,,,,ENCSR398JUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,ENCBS795JJT,,,,,,,,,,,,,,,,,,,,,,,ENCSR522EGW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,ENCBS795LPE,,,,,,ENCSR778DWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,ENCBS795XRV,,,,,,ENCSR271QID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,ENCBS796BFF,,,,,,ENCSR771JQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,ENCBS796DOZ,,,,,,ENCSR984HIY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,ENCBS796DWQ,,,,,,ENCSR278FHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,ENCBS796IDC,,,,,,ENCSR467LJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,ENCBS796LYI,,,,ENCSR856JJB,,,,,,,,,,,,,,,,,,ENCSR987PNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,ENCBS796RBE,,,,,,ENCSR120LVW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,ENCBS797BYT,,,,,,ENCSR474GZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,ENCBS797LUE,,,,ENCSR913SEI,,,,,,,,,,,,,,,,,,ENCSR152MAZ,ENCSR832EJX,,,,,ENCSR443JIO,,,,,,,,,,,,,,,,,,,,,,
2405,ENCBS799DMW,ENCSR152PSA,,,ENCSR307PFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR055WBT,,,,,
2406,ENCBS799TTR,,,,,,ENCSR398CXD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,ENCBS799XTS,,,,,,ENCSR224IYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,ENCBS800HVV,,,,,,ENCSR044JIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,ENCBS800IAL,,,,,,ENCSR109RIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,ENCBS800QIW,,,,,,ENCSR149XIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,ENCBS800QLP,,,,,,,,,,,,,,,,,,,,,,ENCSR724GUS,ENCSR702RZM,ENCSR580WRV,,ENCSR887ESB,,ENCSR223APP,,,,,,,ENCSR333VFQ,,,,,,,,,,,,,,,
2412,ENCBS801AYF,,,,,,,,,,,,,,,,,,,,,,,ENCSR312CKN,ENCSR995UTR,,ENCSR023MFG,ENCSR002EZN,ENCSR819HSS,,,,ENCSR100HGO,,,ENCSR525XER,,,,,,,,,,,,,,,
2413,ENCBS801NKM,,,,ENCSR555DCD,,,,,,,,,,,,,,,,,,,,,,ENCSR707AEW,,,,,,,,,ENCSR723IKM,,,,,,,,,,,,,,,
2414,ENCBS802DIQ,,,,,,ENCSR617SVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,ENCBS802IAU,,,,,,,,,,,,,,,,,,,,,,ENCSR120WKZ,ENCSR218HDF,ENCSR198YHG,,ENCSR657SQM,,ENCSR161XBV,,,,,,,ENCSR276ZSL,,,,,,,,,,,,,,,
2416,ENCBS802MPM,,,,,,,,,,,,,,,,,,,,,,ENCSR659RHV,ENCSR157FDN,ENCSR530LYV,,ENCSR998ZWM,,ENCSR413QXO,,,,,,,ENCSR591JZS,,,,,,,,,,,,,,,
2417,ENCBS803DCZ,,,,,,ENCSR990XXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,ENCBS803LGZ,,,,,,ENCSR556ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,ENCBS803RZJ,,,,,,ENCSR612IKQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,ENCBS804RUL,,,,,,ENCSR706IDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,ENCBS805DMB,,,,,,ENCSR000EQB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,ENCBS805ZNK,,,,,,ENCSR278FVO,,,,,,,,,,,,,,,,,,,,,,ENCSR956CTX,,,,,,,,,,,,,,,,,,,,,,
2423,ENCBS806FFM,,,,,,,,,,,,,,,,,,,,ENCSR592JNN,,ENCSR425PQI,,ENCSR038OIN,,ENCSR035DUS,ENCSR941QJQ,ENCSR874WOB,,,,ENCSR815DXY,,,ENCSR044WCY,,,,,,,,,,,,,,,
2424,ENCBS806GZL,,,,,,ENCSR009KWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,ENCBS806KLM,,,,,,ENCSR842KCP,,,,,,,,,,,,,,,,ENCSR000NPF,ENCSR864LRY,ENCSR994NPK,,ENCSR276OLB,,ENCSR652QNW,,,,,,,ENCSR269ULZ,,,,,,,,,,,,,,ENCSR379YAE,
2426,ENCBS806LNI,ENCSR762YFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,ENCBS806OYT,ENCSR454UTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,ENCBS806SDX,,,,,,ENCSR945JJB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR045GTF,
2429,ENCBS807WMR,,,,,,ENCSR037PGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,ENCBS808KRF,ENCSR886VCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,ENCBS808QXV,,,,,,,,,,,,,,,,,,,,,,,ENCSR043SBG,ENCSR828WZG,,ENCSR777RWW,,ENCSR263WLD,,,,,,,ENCSR453GNY,,,,,,,,,,,,,,,
2432,ENCBS808UWK,,,,,,,,,,ENCSR333LVY,,,ENCSR738BJJ,ENCSR734NCK,,ENCSR741FIA,,ENCSR440BZV,ENCSR294WUR,ENCSR282SNG,ENCSR063WYJ,ENCSR876RGF,,ENCSR324UNL,,,ENCSR730POX,ENCSR043VGU,ENCSR047TJL,,,ENCSR879TAS,,,ENCSR972SMV,,,ENCSR729NVN,ENCSR554TZE,ENCSR367JIO,ENCSR386WCR,,,,,,,,,
2433,ENCBS810EWQ,,,,,,,,,,,,,,,,,,,,,,,ENCSR000EXE,ENCSR000EXB,,ENCSR000EXA,,ENCSR000EXD,,,,ENCSR000EXC,,,ENCSR000EWZ,,,,,,,,,,,,,,,ENCSR000EXG
2434,ENCBS810OKS,,,,,,,,,,,,,,,,,,,,,,ENCSR666TFS,ENCSR853XJK,ENCSR377FXG,,ENCSR115BXL,,ENCSR172FMH,,,,,,,ENCSR498PMM,,,,,,,,,,,,,,,
2435,ENCBS810TWL,,,,,,ENCSR000EPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,ENCBS812CKJ,,,,,,,,,,,,,,,,,,,,,,,ENCSR517SMA,ENCSR944RKI,,ENCSR372MTE,,ENCSR962AKF,,,,,,,ENCSR043SJS,,,,,,,,,,,,,,,
2437,ENCBS812KQP,,,,,,ENCSR346IHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR254JJM,
2438,ENCBS812TSZ,,,,,,ENCSR315WAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,ENCBS812WIZ,,,,,,ENCSR314IOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,ENCBS812XJL,,,,,,,,,,,,,,,,,,,,,,ENCSR065SKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,ENCBS813EAV,,,,,,ENCSR937RVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,ENCBS813RJD,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DRY,,,,,,,,,,,,,,,,,,,,,,
2443,ENCBS814ABX,,,,,,ENCSR217RVH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,ENCBS814RMF,,,,,,ENCSR932OSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,ENCBS814TLB,,,,,,ENCSR814KRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,ENCBS815EDC,,,,,,ENCSR426IEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,ENCBS815MJP,,,,,,ENCSR000EOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,ENCBS815TEQ,,,,,,ENCSR000EOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,ENCBS816BKF,,,,ENCSR608WPS,,,,,,,,,,,,,,,,,,ENCSR640XRV,ENCSR643KID,ENCSR749ABB,,ENCSR516QFO,,ENCSR813ZEY,,,,,,,ENCSR083DXD,,,,,,,,,,,,,,,
2450,ENCBS816GCP,,,,,,ENCSR320PGJ,,,,,,,,,,,,,,,,,,,,ENCSR480OFK,,,,,,ENCSR085FXN,,,,,,,,,,,,,,,,,,
2451,ENCBS816IOP,,,,,,ENCSR923BEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,ENCBS816VUN,,,,,,ENCSR768OLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,ENCBS816ZDM,ENCSR905PWV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,ENCBS818CQE,,,,,,ENCSR950YTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,ENCBS818IBE,,,,,,ENCSR000EPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,ENCBS818LNM,,,,,,ENCSR174JMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,ENCBS818PHQ,,,,,,ENCSR060UPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,ENCBS818QCB,,,,,,ENCSR283TME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,ENCBS818RAI,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR636PIN,,,,,,,,,,,,,,,,,,,,,,,,
2460,ENCBS818WCN,,,,,,ENCSR268QCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,ENCBS819TBN,,,,,,,,,,,,,,,,,,,,,,,,ENCSR496DCY,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,ENCBS820BQB,,,,,,,,,,,,,,,,,,,,,,ENCSR200ETW,,,,ENCSR037RJI,,,,,,,,,,,,,,,,,,,,,,,,
2463,ENCBS820JNT,,,,,,ENCSR729TYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,ENCBS821RDX,,,,,,ENCSR366NBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,ENCBS821RYQ,,,,ENCSR740GKG,,,,,,,,,,,,,,,,,,ENCSR786VUJ,ENCSR095NSV,,,,,ENCSR131MFE,,,,,,,,,,,,,,,,,,,,,,
2466,ENCBS821VGX,,,,,,,,,,,,,,,,,,,,,,ENCSR204TAU,ENCSR049FUB,,,,,ENCSR773PIU,,,,,,,ENCSR101KMF,,,,,,,,,,,,,,,
2467,ENCBS821WVV,,,,,,ENCSR735MJZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,ENCBS822DIG,,,,ENCSR857PBV,,,,,,,,,,,,,,,,,,ENCSR391NPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,ENCBS822FEC,,,,,,ENCSR422IIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,ENCBS822TVN,,,,,,ENCSR516RTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,ENCBS822UKV,,,,,,,,,,,,,,,,,,,,,,,ENCSR038GYF,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,ENCBS822WLR,,,,,,ENCSR670BGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,ENCBS823YDG,,,,,,ENCSR904LMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,ENCBS823YEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DRS,,,,,,,,,,,,,,,,,,,,,,
2475,ENCBS823ZBL,,,,,,,,,,,,,,,,,,,,,,ENCSR214UZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,ENCBS824CUX,,,,ENCSR505RTK,,,,,,,,,,,,,,,,,,ENCSR240GDT,,ENCSR596TFH,,ENCSR496TBI,,ENCSR900SJW,,,,,,,ENCSR783LKF,,,,,,,,,,,,,,,
2477,ENCBS824TRN,ENCSR846ZBX,,,ENCSR661NXJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR304IVU,,,,,
2478,ENCBS825MDV,,,,ENCSR841XDW,,,,,,,,,,,,,,,,,,ENCSR262JRZ,ENCSR433PYM,,,,,ENCSR245QRV,,,,,,,,,,,,,,,,,,,,,,
2479,ENCBS825MQT,,,,,,ENCSR193LYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,ENCBS825SXZ,,,,,,,,,,,,,,,,,,,,,,,,ENCSR621XWM,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,ENCBS825YFA,,,,,,ENCSR000EOR,,,,,,,,,,,,,,,,,,,,,,ENCSR000DVS,,,,,,,,,,,,,,,,,,,,,,
2482,ENCBS826CAW,,,,,,,,,,,,,,,,,,,,,,ENCSR194KGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,ENCBS826FLZ,,,,,,ENCSR218FSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,ENCBS826RSQ,,,,,,ENCSR785BDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,ENCBS826SVC,,,,,,,,,,,,,,,,,,,,,,,ENCSR543DAS,ENCSR127ZSP,,ENCSR233LCT,,,,,,,,,ENCSR166VXF,,,,,,,,,,,,,,,
2486,ENCBS827CSM,ENCSR291GJU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,ENCBS827JIC,,,,,,,,,ENCSR311DQO,,,,,,,,,,,,,ENCSR059MVB,ENCSR475NLR,ENCSR897FOZ,,ENCSR726ZZX,,ENCSR778VGY,,,ENCSR741GJT,,,,,,,,,,,,,,,,,,,
2488,ENCBS827NQX,,,,,,ENCSR937NLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,ENCBS827OFK,,,,,,ENCSR986HEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,ENCBS827VAK,ENCSR812ZKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,ENCBS828JKE,,,,,,,,,,,,,,,,,,,,,,,ENCSR000AOL,ENCSR000AMB,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,ENCBS828JSD,,,,,,ENCSR294DND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,ENCBS829JSB,,,,,,ENCSR794TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
